"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","DCV","Delta Return"
"dram","5.25","5.60","22.875","2.45","28.1K","25.0K","-72.7%","-63.4%","47.8M","8.54M","6.40M","none","none","none","4.26","0.37","-0.21","12.19","1.39","1.31","14.97","0.46","115.2M","8.39M","3.96M","3.4%","6.8%","Apr 30","none","7.46%","11.08%","2.96","0.39","11.9M","93.0K","1.5%","97.0K","2.38","39.0K","","8.07","0.00","5.11","0.00","-5.11"
"drax","1.45","2.01","3.063","0.75","38.9K","41.0K","-26.9%","-2.0%","73.5M","36.6M","30.0M","none","none","none","0.59","-0.59","-0.07","1.01","0.12","3.39","none","2.00","36.8M","3.30M","-21.5M","-15.0%","-3.0%","Dec 31","none","-7.83%","-72.79%","1.29","0.54","4.28M","0","none","3,000","none","29.0K","2.03","1.96","-3.45","5.11","219646.00","-8.55"
"drco","7.688","16.45","17.29","0.70","41.3K","39.0K","+99.4%","+167.4%","126.2M","7.67M","6.70M","none","none","none","4.52","0.71","0.24","25.21","1.21","3.64","23.01","0.65","199.0M","10.7M","5.67M","2.8%","5.4%","Dec 31","none","7.50%","18.27%","1.89","0.27","9.32M","0","none","0","none","22.0K","16.11","14.90","-7.51","5.11","202986.00","-12.62"
"drd","24.938","29.92","40.00","-0.33","203.4K","216.0K","+5.9%","+42.0%","681.9M","22.8M","4.10M","none","none","none","11.45","1.27","0.27","55.26","0.23","2.61","23.54","0.54","1.13B","103.7M","25.8M","2.3%","7.3%","Dec 30","none","none","none","none","none","none","none","none","none","none","none","30.26","32.95","8.89","5.11","3794604.00","3.78"
"dre","21.60","23.05","26.17","0.35","401.5K","633.0K","-2.9%","+30.2%","3.00B","130.1M","98.8M","1.80","7.81%","none","16.47","1.75","0.38","5.46","0.79","1.40","13.16","4.22","814.1M","548.4M","227.0M","39.7%","32.6%","Dec 31","none","5.81%","10.80%","none","0.68","103.0M","927.0K","0.9%","664.0K","3.00","309.0K","23.60","24.56","4.07","5.11","13367040.00","-1.04"
"drf","0.80","0.85","3.25","1.55","87.7K","16.0K","-66.0%","-54.4%","18.7M","22.0M","6.80M","none","none","none","12.03","-0.41","-0.28","30.65","0.05","0.07","none","0.03","667.1M","26.1M","-8.92M","-1.3%","3.4%","Dec 30","none","-1.21%","-3.26%","2.98","1.32","1.17M","0","none","5,000","none","123.0K","0.80","0.57","-28.75","5.11","72240.00","-33.86"
"drh","0.60","1.20","2.938","0.35","364","1,000","-40.0%","-19.5%","1.77M","1.47M","1.00M","none","none","none","0.04","-1.27","-0.53","23.06","0.16","26.80","none","0.05","33.4M","-875.0K","-1.84M","-5.5%","-3.9%","Dec 31","none","-9.92%","-145.14%","0.95","145.97","233.0K","0","none","1,000","none","1,000","","1.00","0.00","5.11","0.00","-5.11"
"dri","19.00","32.02","32.50","0.39","748.8K","664.0K","+42.3%","+90.8%","3.73B","116.5M","90.9M","0.08","0.25%","none","9.17","1.64","0.51","33.15","0.31","3.49","19.49","0.97","4.08B","492.4M","202.2M","5.0%","7.6%","May 27","none","none","none","none","none","none","none","none","none","none","none","31.43","30.74","-2.20","5.11","55345087.00","-7.30"
"driv","2.188","13.249","13.26","3.62","381.9K","1.18M","+106.8%","+177.4%","324.0M","24.5M","20.5M","none","none","none","1.92","-0.91","-0.18","2.14","1.03","6.89","none","6.18","50.1M","-2.34M","-21.1M","-42.1%","-44.4%","Dec 31","none","-28.75%","-42.16%","1.27","0.05","25.4M","1.03M","5.0%","969.0K","6.06","170.0K","13.50","17.30","28.15","5.11","15438600.00","23.04"
"drooy","0.563","1.31","1.46","-0.32","699.0K","608.0K","+55.2%","+108.1%","80.8M","61.7M","22.2M","none","none","none","none","-0.19","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","1.18","0.00","5.11","0.00","-5.11"
"drq","13.40","17.06","35.375","1.84","57.6K","59.0K","-48.9%","-31.5%","295.0M","17.3M","6.40M","none","none","none","9.57","0.68","0.18","11.20","0.24","1.78","25.02","1.52","195.4M","27.8M","11.9M","6.1%","10.6%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","17.03","19.32","13.45","5.11","323570.00","8.34"
"drra","4.375","7.62","19.30","1.85","124.2K","93.0K","-11.7%","+18.5%","135.4M","17.8M","10.5M","none","none","none","25.06","1.23","-0.19","138.48","1.14","0.30","6.21","0.06","2.55B","175.0M","22.2M","1.0%","5.8%","Dec 31","none","1.07%","5.01%","1.15","2.48","20.2M","33.0K","0.3%","123.0K","0.23","141.0K","","8.87","0.00","5.11","0.00","-5.11"
"drrx","3.688","7.40","16.375","none","111.8K","101.0K","-46.9%","-28.8%","355.2M","48.0M","14.4M","none","none","none","2.37","-0.86","-0.19","0.13","1.43","3.13","none","57.26","5.90M","-35.9M","-39.8M","none","none","Dec 31","none","none","none","none","none","none","none","none","none","none","none","7.48","11.21","49.87","5.11","454784.00","44.76"
"drs","12.25","40.35","46.10","-0.18","228.9K","157.0K","+190.8%","+290.0%","489.0M","12.1M","7.80M","none","none","none","9.61","1.12","0.30","34.36","0.15","4.20","35.90","1.17","436.4M","55.0M","14.0M","3.5%","9.2%","Mar 31","none","4.60%","13.82%","1.33","0.69","1.80M","525.0K","6.7%","0","5.30","99.0K","41.20","33.34","-19.08","5.11","10819120.00","-24.18"
"drte","6.56","9.92","27.188","1.03","229.3K","259.0K","-50.7%","-33.9%","390.6M","39.4M","20.9M","none","none","none","3.18","-0.18","0.06","5.44","1.64","3.12","none","1.82","220.5M","1.39M","-6.71M","-3.0%","-5.9%","Dec 31","none","-3.98%","-4.86%","3.00","0","64.7M","1.39M","6.7%","1.46M","6.34","220.0K","10.22","12.97","26.91","5.11","2858534.00","21.80"
"drtk","2.50","7.01","8.00","1.48","17.7K","18.0K","+2.0%","+36.7%","94.4M","13.5M","5.30M","none","none","none","3.80","-0.89","0.12","16.94","0.28","1.84","none","0.41","279.0M","10.1M","-11.1M","-3.9%","-1.1%","Dec 31","none","-3.73%","-19.45%","0.87","1.76","3.78M","3,000","0.1%","1,000","0.19","16.0K","6.98","4.50","-35.53","5.11","281992.00","-40.64"
"drtn","0.36","0.65","13.50","none","378.8K","312.0K","-94.6%","-92.8%","23.4M","36.0M","10.1M","none","none","none","0.79","-1.52","-0.45","1.52","0.55","0.83","none","0.43","54.6M","-54.3M","-54.5M","-99.9%","-99.7%","Mar 31","none","-56.14%","-95.94%","1.08","1.08","19.9M","293.0K","2.9%","355.0K","1.06","276.0K","0.70","1","42.86","5.11","177170.00","37.75"
"drvr","0.125","1.40","1.96","2.37","32.3K","53.0K","+12.0%","+50.2%","15.0M","10.7M","4.40M","none","none","none","0.27","-0.01","-0.02","1.47","0.21","5.11","none","0.95","16.3M","519.0K","-61.0K","-0.4%","-1.1%","Dec 31","none","-1.36%","-2.18%","2.28","0.00","2.27M","3,000","0.1%","16.0K","0.15","20.0K","1.35","1.26","-6.67","5.11","40230.00","-11.77"
"drxr","8.81","20.00","25.00","0.66","79.9K","148.0K","+9.6%","+47.0%","196.3M","9.81M","8.90M","none","none","none","2.73","0.51","0.12","1.88","1.15","7.33","39.60","10.63","19.3M","5.77M","5.20M","27.0%","17.0%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","","17.25","0.00","5.11","0.00","-5.11"
"dryr","23.188","32.70","37.50","0.76","157.4K","302.0K","+28.5%","+72.4%","1.12B","34.4M","13.8M","0.24","0.73%","none","6.06","0.15","0.17","42.32","0.07","5.39","216.56","0.77","1.36B","25.0M","6.99M","0.6%","0.9%","Dec 30","none","none","none","none","none","none","none","none","none","none","none","34.70","34.99","0.84","5.11","8334940.00","-4.27"
"dscm","0.46","0.81","4.563","3.41","113.9K","147.0K","-71.2%","-61.4%","53.9M","66.6M","22.0M","none","none","none","5.22","-2.25","-0.50","2.11","1.51","0.15","none","0.38","137.9M","-115.4M","-146.5M","none","none","Dec 31","none","none","none","none","none","none","none","none","none","none","none","0.84","0.76","-9.52","5.11","56364.00","-14.63"
"dsco","2.00","3.60","6.375","1.35","30.1K","37.0K","-33.0%","-10.2%","76.3M","21.2M","11.9M","none","none","none","0.62","-0.51","-0.11","0.14","0.65","5.81","none","26.13","2.88M","-11.8M","-10.6M","none","none","Dec 31","none","-55.57%","-61.45%","12.84","0.00","13.7M","48.0K","0.4%","49.0K","1.55","31.0K","3.39","3.14","-7.37","5.11","86784.00","-12.48"
"dscp","30.813","33.49","46.93","0.34","33.4K","44.0K","+4.2%","+39.8%","495.5M","14.8M","10.2M","0.20","0.60%","none","16.46","2.05","0.22","20.62","2.58","2.04","16.32","1.62","315.9M","45.8M","31.5M","10.0%","14.6%","June 30","none","none","none","none","none","none","none","none","none","none","none","33.99","37.51","10.36","5.11","1781076.00","5.25"
"dset","0.77","0.99","23.876","2.94","26.2K","10.0K","-95.3%","-93.7%","2.88M","2.91M","2.80M","none","none","none","8.14","-16.00","-4.53","8.77","7.22","0.12","none","0.11","25.2M","-49.8M","-46.0M","none","none","Dec 31","none","-74.79%","-94.59%","2.69","0.06","21.0M","12.0K","0.4%","12.0K","0.40","30.0K","0.97","1.21","24.74","5.11","291.00","19.64"
"dsgif","3.753","3.753","7.906","0.14","2,500","5,000","-24.9%","+0.7%","25.1M","6.67M","1.90M","none","none","none","none","-0.68","-0.76","37.40","none","none","none","0.10","249.6M","860.0K","-4.54M","-1.8%","0.3%","Dec 31","none","none","none","none","none","none","0","none","0","none","1,000","3.7533","3.78","0.71","5.11","0.00","-4.39"
"dsgr","0.50","0.85","2.25","1.09","4,682","0","-51.4%","-34.9%","4.69M","5.52M","1.30M","none","none","none","1.83","-0.82","-0.16","10.79","0.01","0.46","none","0.08","59.5M","-1.15M","-4.50M","-7.6%","-7.5%","Dec 31","none","-10.58%","-36.52%","1.72","2.14","85.0K","0","none","2,000","none","11.0K","0.85","1.16","36.47","5.11","0.00","31.36"
"dsgx","3.81","4.87","41.00","3.85","191.8K","44.0K","-87.2%","-82.9%","253.9M","52.1M","41.2M","none","none","none","6.16","-0.72","-0.39","1.71","1.68","0.79","none","2.84","81.6M","-18.8M","-35.5M","-43.5%","-51.5%","Jan 31","none","-9.79%","-13.34%","5.23","0.23","87.8M","623.0K","1.5%","554.0K","2.52","247.0K","4.95","6.45","30.30","5.11","341550.00","25.20"
"dsit","0.77","1.10","2.50","0.96","1,409","1,000","-53.7%","-37.9%","9.97M","9.07M","3.30M","none","none","none","0.84","-0.28","-0.16","7.18","0.01","1.31","none","0.15","66.1M","-889.0K","-2.60M","-3.9%","-4.4%","Dec 31","none","-7.85%","-31.68%","1.18","1.87","90.0K","1,000","0.0%","0","1.00","1,000","1.10","0.95","-13.64","5.11","0.00","-18.74"
"dsl","33.50","35.14","61.938","0.45","188.3K","202.0K","-25.3%","+0.1%","991.4M","28.2M","21.4M","0.36","1.02%","none","24.76","3.68","0.77","29.52","3.65","1.42","9.55","1.19","834.7M","none","104.0M","12.5%","35.1%","Dec 31","none","0.97%","15.98%","none","none","103.0M","432.0K","2.0%","536.0K","1.97","219.0K","32.98","35.80","8.55","5.11","9267380.00","3.45"
"dsln","0.14","0.48","4.00","none","508.5K","426.0K","-83.1%","-77.4%","31.1M","64.7M","35.6M","none","none","none","1.04","-2.26","-0.88","0.51","0.40","0.46","none","0.94","32.0M","-140.6M","-142.9M","none","none","Dec 31","none","-76.06%","-98.29%","1.03","0.16","25.7M","551.0K","1.5%","556.0K","1.14","482.0K","0.48","0.51","6.25","5.11","87552.00","1.14"
"dsm","7.813","8.96","9.93","-0.01","50.2K","45.0K","+10.3%","+47.9%","429.3M","47.9M","47.4M","0.56","6.25%","none","8.86","1.25","0.61","0.82","0.01","1.01","7.19","10.94","39.2M","33.7M","59.6M","161.8%","86.0%","Nov 30","none","10.42%","14.53%","none","0","407.0K","16.0K","0.0%","38.0K","0.30","54.0K","8.98","8.45","-5.90","5.11","390630.00","-11.01"
"dspg","13.50","21.00","29.75","2.33","257.5K","318.0K","-23.3%","+2.9%","560.6M","26.7M","19.2M","none","none","none","9.86","0.96","0.25","4.23","8.97","2.13","21.85","4.97","116.9M","18.8M","26.6M","22.8%","16.1%","Dec 31","none","9.13%","10.30%","10.31","0","239.9M","538.0K","2.8%","395.0K","1.65","327.0K","22.20","22.31","0.50","5.11","4226880.00","-4.61"
"dss","7.47","8.43","16.375","1.23","488.3K","488.0K","-41.9%","-22.0%","1.37B","162.0M","157.1M","none","none","none","3.75","0.12","-0.12","7.94","2.21","2.25","69.67","1.06","1.24B","52.8M","19.4M","1.6%","4.3%","Mar 31","none","1.42%","2.65%","2.51","0.56","344.1M","1.18M","0.7%","1.05M","2.05","573.0K","","9.50","0.00","5.11","0.00","-5.11"
"dssi","3.313","6.30","8.80","0.27","17.0K","7,000","+20.0%","+60.9%","43.9M","6.96M","5.20M","none","none","none","2.59","-0.72","-0.30","7.33","1.80","2.43","none","0.86","53.1M","-4.47M","-5.00M","-9.4%","-11.1%","Dec 31","none","-11.79%","-22.10%","1.79","0.37","12.5M","69.0K","1.3%","73.0K","5.75","12.0K","6.34","5.45","-14.04","5.11","14582.00","-19.14"
"dst","36.25","40.95","74.938","0.62","377.4K","337.0K","-30.4%","-6.7%","5.04B","123.0M","50.4M","none","none","none","11.38","1.92","0.39","12.50","1.62","3.60","21.35","3.27","1.59B","427.8M","244.5M","15.4%","19.4%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","41.29","47.70","15.52","5.11","10120179.00","10.42"
"dstm","2.20","3.15","14.75","2.23","63.1K","111.0K","-74.8%","-66.2%","64.6M","20.5M","10.5M","none","none","none","2.86","-0.81","-0.58","4.52","0.92","1.10","none","0.70","92.4M","-6.89M","-16.5M","-17.9%","-10.3%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","3.38","4.25","25.74","5.11","151424.00","20.63"
"dswl","12.25","15.25","18.00","1.38","3,500","3,000","-9.6%","+21.2%","85.4M","5.60M","2.70M","0.48","3.15%","none","12.01","2.45","0.60","15.49","5.34","1.27","6.22","0.98","84.9M","19.0M","13.4M","17.0%","16.4%","Mar 31","none","17.66%","22.18%","5.06","0.01","29.9M","0","none","0","none","4,000","","16.60","0.00","5.11","0.00","-5.11"
"dswt","7.04","8.75","17.92","0.28","28.9K","19.0K","-12.0%","+18.1%","83.3M","9.53M","3.50M","none","none","none","1.54","-0.46","-0.14","0.17","1.59","5.69","none","52.55","1.55M","-4.82M","-4.25M","none","none","Dec 31","none","-21.96%","-26.62%","12.25","0.01","15.2M","124.0K","3.5%","156.0K","5.17","24.0K","8.50","8.30","-2.35","5.11","10200.00","-7.46"
"dt","12.91","15.50","37.313","1.10","1.53M","1.52M","-57.2%","-42.7%","65.1B","4.20B","4.16B","0.57","3.68%","none","15.10","0.93","0.09","12.25","none","1.03","16.67","1.26","40.6B","15.9B","2.93B","2.9%","4.0%","Dec 31","none","1.00%","6.84%","0.21","0","none","31.4M","0.8%","36.4M","15.93","1.97M","15.59","16.91","8.47","5.11","22822201.00","3.36"
"dtagy","2.35","2.35","7.594","0.42","45","0","-69.1%","-58.5%","1.76M","750.0K","100.0K","none","none","none","2.81","-0.12","-0.12","1.81","0.04","0.83","none","1.30","1.36M","270.0K","-92.0K","-6.7%","-1.5%","Dec 31","none","-2.53%","-4.25%","2.31","0.44","30.0K","0","none","0","none","0","2.35","1.51","-35.74","5.11","0.00","-40.85"
"dtas","0.88","1.80","12.813","none","151.1K","68.0K","-85.6%","-80.7%","107.6M","59.8M","9.60M","none","none","none","3.61","-0.87","-0.57","5.09","0.55","0.50","none","0.35","292.5M","-9.78M","-50.6M","-17.3%","-17.7%","Dec 31","none","-15.96%","-20.81%","1.72","0.01","33.1M","364.0K","3.8%","365.0K","2.72","134.0K","2.02","2.68","32.67","5.11","167862.00","27.57"
"dtc","6.80","7.69","10.71","0.86","65.5K","58.0K","-10.8%","+19.6%","1.39B","180.8M","103.1M","0.09","1.16%","none","6.61","0.73","0.08","13.93","0.11","1.16","10.53","0.55","2.53B","382.0M","132.8M","5.3%","8.6%","Dec 31","none","4.37%","11.58%","1.96","1.91","20.1M","126.0K","0.1%","130.0K","11.46","11.0K","","9.16","0.00","5.11","0.00","-5.11"
"dte","33.125","41.69","47.13","-0.12","438.7K","403.0K","+12.5%","+50.8%","6.87B","164.7M","153.2M","2.06","4.94%","none","28.01","1.70","0.38","48.01","2.08","1.49","24.51","0.87","7.15B","1.32B","250.0M","3.5%","8.6%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","","41.33","0.00","5.11","0.00","-5.11"
"dtec","0.10","0.33","14.00","none","84.8K","173.0K","-97.5%","-96.6%","12.4M","37.7M","17.0M","none","none","none","0.73","-4.80","-0.35","0.63","0.55","0.45","none","0.52","23.3M","-157.7M","-177.7M","none","none","Mar 31","none","none","none","none","none","none","none","none","none","none","none","0.24","0.53","120.83","5.11","268080.00","115.73"
"dtek","0.01","0.017","1.25","2.33","24.5K","26.0K","-98.4%","-97.8%","146.0K","8.56M","2.20M","none","none","none","2.50","-0.45","-0.26","9.35","0.05","0.01","none","0.00","84.3M","-393.0K","-3.35M","-3.5%","-3.1%","June 30","none","-4.25%","-14.46%","0.85","0.99","423.0K","1,000","0.0%","1,000","0.02","63.0K","","","0.00","5.11","0.00","-5.11"
"dtg","8.40","11.75","25.78","1.50","140.7K","187.0K","-23.0%","+3.3%","285.5M","24.3M","23.7M","none","none","none","19.71","1.37","0.25","43.44","4.21","0.60","8.58","0.27","1.06B","567.6M","33.6M","3.2%","10.2%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","11.75","13.37","13.79","5.11","358375.00","8.68"
"dthk","5.34","8.28","36.375","none","300.8K","188.0K","-76.8%","-68.9%","292.5M","35.3M","29.0M","none","none","none","3.75","-1.22","-0.37","1.52","1.38","2.21","none","5.44","53.9M","-23.0M","-43.4M","-80.5%","-87.5%","Mar 31","none","-34.93%","-42.71%","2.63","0.02","51.0M","1.11M","3.8%","742.0K","3.44","322.0K","7.90","8.42","6.58","5.11","794740.00","1.48"
"dtii","2.375","6.24","9.875","0.65","8,273","9,000","-36.8%","-15.3%","64.5M","10.3M","3.20M","none","none","none","9.08","-6.91","-6.17","50.21","0.53","0.69","none","0.12","511.1M","-47.7M","-71.3M","-14.0%","-12.5%","June 24","none","none","none","none","none","none","none","none","none","none","none","6","5.89","-1.83","5.11","153600.00","-6.94"
"dtl","11.31","16.21","19.49","0.99","218.4K","150.0K","+31.6%","+76.5%","905.9M","55.9M","44.1M","none","none","none","4.57","1.45","0.35","17.48","none","3.55","11.20","0.93","1.01B","150.6M","83.2M","8.3%","14.4%","Dec 29","none","none","none","none","none","none","none","none","none","none","none","16.74","21.50","28.43","5.11","3162186.00","23.33"
"dtlk","2.85","5.36","13.938","1.76","37.8K","32.0K","-55.3%","-40.1%","47.9M","8.93M","4.10M","none","none","none","3.05","0.14","0.03","15.45","0.21","1.76","38.84","0.35","138.7M","4.52M","1.25M","0.9%","1.7%","Dec 31","none","2.57%","4.71%","1.77","0.03","1.90M","36.0K","0.9%","37.0K","3.00","12.0K","5.26","6.24","18.63","5.11","52074.00","13.53"
"dtpi","7.50","10.30","51.125","2.23","231.6K","263.0K","-76.7%","-68.7%","314.0M","30.5M","17.3M","none","none","none","14.14","-2.86","-0.92","8.61","3.96","0.73","none","1.20","254.6M","1.13M","-87.1M","-34.2%","-13.6%","Mar 31","none","none","none","none","none","none","none","none","none","none","none","9.63","10","3.84","5.11","2690622.00","-1.26"
"dtrx","4.00","4.00","9.40","0.59","1,318","2,000","-27.3%","-2.5%","6.33M","1.58M","800.0K","none","none","none","12.38","-0.37","-0.34","50.05","0.25","0.32","none","0.08","79.6M","3.80M","-585.0K","-0.7%","0.3%","Dec 31","none","-1.09%","-2.99%","1.25","0.58","391.0K","0","none","0","none","2,000","","4.75","0.00","5.11","0.00","-5.11"
"duck","4.625","7.86","8.85","0.22","7,045","6,000","-1.8%","+31.8%","32.6M","4.15M","1.40M","none","none","none","22.11","0.72","0.23","88.73","0.83","0.35","10.89","0.09","393.5M","14.4M","3.17M","0.8%","2.1%","Jan 28","none","none","none","none","none","none","none","none","none","none","none","8.1995","8.11","-1.09","5.11","81175.05","-6.20"
"duk","32.407","38.41","47.74","-0.05","2.49M","2.71M","-11.4%","+18.8%","29.8B","775.0M","767.2M","1.10","2.86%","none","15.60","2.65","1.01","83.93","1.60","2.46","14.49","0.46","64.2B","5.51B","2.04B","3.2%","6.8%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","","36.15","0.00","5.11","0.00","-5.11"
"dusa","8.62","9.80","26.50","1.47","47.5K","65.0K","-61.2%","-48.0%","135.2M","13.8M","4.70M","none","none","none","3.84","-0.49","-0.11","0.31","4.97","2.55","none","31.81","4.23M","-10.6M","-6.67M","none","none","Dec 31","none","-8.87%","-12.09%","39.39","0","68.5M","609.0K","13.0%","652.0K","9.82","62.0K","10.18","8.11","-20.33","5.11","134376.00","-25.44"
"dv","26.81","26.95","41.50","1.18","283.7K","314.0K","-30.6%","-6.9%","1.88B","69.8M","57.4M","none","none","none","4.08","0.85","0.20","8.32","0.42","6.60","31.86","3.24","587.4M","128.4M","59.7M","10.2%","16.9%","June 30","none","none","none","none","none","none","none","none","none","none","none","26.81","25.99","-3.06","5.11","11801762.00","-8.16"
"dva","10.375","18.20","22.73","1.24","470.0K","958.0K","+70.3%","+128.4%","1.53B","84.3M","69.1M","none","none","none","5.09","1.00","0.32","16.71","1.01","3.58","18.13","1.09","1.52B","354.4M","88.0M","5.8%","16.3%","Dec 31","none","5.22%","24.23%","1.64","2.22","85.3M","1.29M","1.9%","977.0K","4.36","296.0K","18.62","22.65","21.64","5.11","5630688.00","16.54"
"dvd","10.375","12.00","15.40","0.37","46.4K","52.0K","+7.3%","+43.8%","455.6M","38.0M","13.0M","0.18","1.50%","none","6.68","0.81","0.30","7.08","0.27","1.80","14.89","1.69","270.6M","66.8M","30.8M","11.4%","20.4%","Dec 31","none","7.97%","12.98%","0.28","0.47","10.2M","182.0K","1.4%","232.0K","4.67","39.0K","12.16","14.10","15.95","5.11","160512.00","10.85"
"dvi","12.95","15.75","18.00","0.39","16.5K","14.0K","-6.0%","+26.1%","225.8M","14.3M","3.40M","none","none","none","15.50","1.19","0.38","8.86","7.88","1.02","13.22","1.78","139.6M","155.3M","18.4M","13.2%","23.7%","June 30","none","1.30%","8.40%","none","4.88","112.9M","23.0K","0.7%","14.0K","0.79","29.0K","15.80","17.01","7.66","5.11","50560.00","2.55"
"dvid","1.688","2.30","8.25","1.48","6,091","5,000","-66.5%","-55.1%","15.6M","6.78M","4.00M","none","none","none","1.21","0.18","0.11","19.49","0.51","1.90","12.43","0.12","100.4M","4.41M","1.06M","2.3%","3.2%","Dec 31","none","7.87%","14.98%","1.24","1.41","3.45M","30.0K","0.8%","19.0K","5.00","6,000","2.40","3","25.00","5.11","27120.00","19.89"
"dvin","0.43","0.43","3.375","none","450.5K","734.0K","-85.7%","-80.8%","115.8M","269.3M","170.7M","none","none","none","1.99","-3.53","-0.27","0.72","1.40","0.22","none","0.59","97.8M","-251.4M","-470.9M","none","none","Dec 31","none","-55.16%","-119.52%","5.99","0.23","204.3M","2.20M","1.3%","1.28M","6.06","363.0K","0.47","0.63","34.04","5.11","917487.00","28.94"
"dvn","30.55","38.30","66.75","0.77","1.51M","1.26M","-27.9%","-3.3%","4.83B","126.0M","103.3M","none","none","none","29.78","7.09","1.00","24.61","3.95","1.29","5.40","1.56","3.32B","2.42B","949.3M","28.9%","45.6%","Dec 31","none","13.49%","28.32%","1.89","0.54","511.7M","9.88M","9.6%","0","6.44","1.53M","38.64","34.39","-11.00","5.11","56862624.00","-16.10"
"dvnt","0.94","1.27","6.344","3.25","85.8K","34.0K","-77.7%","-70.1%","33.5M","26.4M","26.1M","none","none","none","0.23","-0.46","-0.12","0.05","0.24","5.63","none","24.84","1.31M","-11.3M","-12.0M","none","none","Oct 31","none","-84.78%","-102.44%","2.84","0","6.31M","2.39M","9.2%","2.39M","31.92","75.0K","1.23","1.42","15.45","5.11","84870.00","10.34"
"dvsa","7.85","11.62","30.50","none","185.6K","157.0K","-59.6%","-45.8%","412.0M","35.5M","24.4M","none","none","none","5.39","-0.24","-0.11","1.00","5.78","2.15","none","11.66","35.0M","-16.4M","-8.52M","-24.4%","-54.9%","Dec 31","none","-3.67%","-4.41%","10.29","0.09","204.6M","98.0K","0.4%","174.0K","0.50","196.0K","11.95","12.26","2.59","5.11","1099400.00","-2.51"
"dvxe","4.50","6.99","9.01","none","140.7K","462.0K","-1.9%","+31.6%","89.1M","12.7M","11.1M","none","none","none","5.35","1.79","0.26","4.70","0.88","1.31","3.91","1.49","42.7M","36.1M","12.5M","29.2%","36.3%","Dec 31","none","10.23%","60.78%","4.09","0.73","11.2M","1,000","0.0%","1,000","0.01","203.0K","6.75","7.28","7.85","5.11","7653150.00","2.75"
"dw","4.75","9.40","9.98","0.64","2,091","2,000","+63.5%","+119.2%","90.8M","9.66M","4.20M","none","none","none","8.18","0.23","0.31","27.43","0.10","1.15","41.05","0.34","265.0M","9.26M","2.21M","0.8%","3.5%","Dec 31","none","1.33%","2.93%","1.40","0.74","1.00M","0","none","0","none","1,000","9.40","9.30","-1.06","5.11","0.00","-6.17"
"dwch","1.00","2.01","6.757","0.41","2,909","2,000","-50.7%","-34.0%","5.07M","2.52M","1.50M","none","none","none","1.91","-1.55","-0.60","10.02","0.78","1.05","none","0.20","22.8M","-2.40M","-3.66M","-16.0%","-15.8%","Sep 30","none","-28.63%","-57.63%","1.35","0.13","1.95M","3,000","0.2%","7,000","0.60","5,000","1.999","1.55","-22.46","5.11","5997.00","-27.57"
"dwl","6.70","8.30","9.125","-0.03","2,273","5,000","+11.6%","+49.6%","28.6M","3.44M","1.10M","none","none","none","5.63","1.25","1.26","55.31","3.49","1.47","6.63","0.15","199.8M","6.96M","4.77M","2.4%","1.2%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","8.30","9.20","10.84","5.11","3320.00","5.74"
"dwsn","6.80","7.93","11.66","0.80","9,409","5,000","-11.3%","+19.0%","43.2M","5.45M","2.30M","none","none","none","8.24","-0.92","-0.24","6.93","2.50","0.96","none","1.14","37.9M","2.00M","-4.98M","-13.1%","-20.1%","Sep 30","none","none","none","none","none","none","none","none","none","none","none","8","7.85","-1.88","5.11","800.00","-6.98"
"dwyr","1.438","3.37","3.77","-0.54","6,364","8,000","+34.8%","+80.8%","23.6M","7.00M","1.60M","none","none","none","2.30","0.38","0.10","3.04","0.19","1.47","8.78","1.11","21.5M","4.61M","2.72M","12.6%","13.9%","Dec 31","none","none","none","none","none","none","none","none","none","none","none","3.59","3.50","-2.51","5.11","84006.00","-7.61"
"dx","0.36","2.40","2.60","-0.17","26.8K","18.0K","+92.0%","+157.5%","27.5M","11.4M","6.90M","none","none","none","6.01","-0.01","1.11","22.59","0.63","0.40","none","0.11","258.6M","6.10M","-79.0K","-0.3%","-3.6%","Dec 31","none","-0.03%","-0.17%","none","14.87","7.16M","0","none","8,000","none","39.0K","2.35","2.20","-6.38","5.11","21855.00","-11.49"
